#1
double T(86401,2)
0	4.98E-09
1	615.9001932
2	1231.800386
3	1847.70058
4	2463.600773
5	3079.500966
6	3695.401159
7	4311.301352
8	4927.201546
9	5543.101739
10	6159.001932
11	6774.902125
12	7390.802318
13	8006.702512
14	8622.602705
15	9238.502898
16	9854.403091
17	10470.30328
18	11086.20348
19	11702.10367
20	12318.00386
21	12933.90406
22	13549.80425
23	14165.70444
24	14781.60464
25	15397.50483
26	16013.40502
27	16629.30522
28	17245.20541
29	17861.1056
30	18477.0058
31	19092.90599
32	19708.80618
33	20324.70638
34	20940.60657
35	21556.50676
36	22172.40696
37	22788.30715
38	23404.20734
39	24020.10753
40	24636.00773
41	25251.90792
42	25867.80811
43	26483.70831
44	27099.6085
45	27715.50869
46	28331.40889
47	28947.30908
48	29563.20927
49	30179.10947
50	30795.00966
51	31410.90985
52	32026.81005
53	32642.71024
54	33258.61043
55	33874.51063
56	34490.41082
57	35106.31101
58	35722.21121
59	36338.1114
60	36954.01159
61	37569.91179
62	38185.81198
63	38801.71217
64	39417.61236
65	40033.51256
66	40649.41275
67	41265.31294
68	41881.21314
69	42497.11333
70	43113.01352
71	43728.91372
72	44344.81391
73	44960.7141
74	45576.6143
75	46192.51449
76	46808.41468
77	47424.31488
78	48040.21507
79	48656.11526
80	49272.01546
81	49887.91565
82	50503.81584
83	51119.71604
84	51735.61623
85	52351.51642
86	52967.41662
87	53583.31681
88	54199.217
89	54815.11719
90	55431.01739
91	56046.91758
92	56662.81777
93	57278.71797
94	57894.61816
95	58510.51835
96	59126.41855
97	59742.31874
98	60358.21893
99	60974.11913
100	61590.01932
101	62205.91951
102	62821.81971
103	63437.7199
104	64053.62009
105	64669.52029
106	65285.42048
107	65901.32067
108	66517.22087
109	67133.12106
110	67749.02125
111	68364.92145
112	68980.82164
113	69596.72183
114	70212.62202
115	70828.52222
116	71444.42241
117	72060.3226
118	72676.2228
119	73292.12299
120	73908.02318
121	74523.92338
122	75139.82357
123	75755.72376
124	76371.62396
125	76987.52415
126	77603.42434
127	78219.32454
128	78835.22473
129	79451.12492
130	80067.02512
131	80682.92531
132	81298.8255
133	81914.7257
134	82530.62589
135	83146.52608
136	83762.42628
137	84378.32647
138	84994.22666
139	85610.12685
140	86226.02705
141	86841.92724
142	87457.82743
143	88073.72763
144	88689.62782
145	89305.52801
146	89921.42821
147	90537.3284
148	91153.22859
149	91769.12879
150	92385.02898
151	93000.92917
152	93616.82937
153	94232.72956
154	94848.62975
155	95464.52995
156	96080.43014
157	96696.33033
158	97312.23053
159	97928.13072
160	98544.03091
161	99159.93111
162	99775.8313
163	100391.7315
164	101007.6317
165	101623.5319
166	102239.4321
167	102855.3323
168	103471.2325
169	104087.1327
170	104703.0328
171	105318.933
172	105934.8332
173	106550.7334
174	107166.6336
175	107782.5338
176	108398.434
177	109014.3342
178	109630.2344
179	110246.1346
180	110862.0348
181	111477.935
182	112093.8352
183	112709.7354
184	113325.6355
185	113941.5357
186	114557.4359
187	115173.3361
188	115789.2363
189	116405.1365
190	117021.0367
191	117636.9369
192	118252.8371
193	118868.7373
194	119484.6375
195	120100.5377
196	120716.4379
197	121332.3381
198	121948.2383
199	122564.1384
